Edad	Duración	Destino	Tipo de dato	Periodo	Total
De 55 a 64 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre personas de la categoría	2020	10,09
De 55 a 64 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre personas de la categoría	2019	15,62
De 55 a 64 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre personas de la categoría	2018	13,29
De 55 a 64 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre personas de la categoría	2017	13,42
De 55 a 64 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre personas de la categoría	2016	11,03
De 55 a 64 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre personas de la categoría	2015	10,58
De 55 a 64 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre el total de viajeros 	2023	""
De 55 a 64 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre el total de viajeros 	2022	3,68
De 55 a 64 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre el total de viajeros 	2021	1,05
De 55 a 64 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre el total de viajeros 	2020	2,49
De 55 a 64 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre el total de viajeros 	2019	3,47
De 55 a 64 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre el total de viajeros 	2018	2,99
De 55 a 64 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre el total de viajeros 	2017	3,04
De 55 a 64 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre el total de viajeros 	2016	2,45
De 55 a 64 años	De 1 a 3 noches	España y extranjero	Porcentaje sobre el total de viajeros 	2015	2,39
De 55 a 64 años	De 4 o más noches	Total	Porcentaje sobre personas de la categoría	2023	""
De 55 a 64 años	De 4 o más noches	Total	Porcentaje sobre personas de la categoría	2022	46,89
De 55 a 64 años	De 4 o más noches	Total	Porcentaje sobre personas de la categoría	2021	34,83
De 55 a 64 años	De 4 o más noches	Total	Porcentaje sobre personas de la categoría	2020	44,16
De 55 a 64 años	De 4 o más noches	Total	Porcentaje sobre personas de la categoría	2019	51,42
De 55 a 64 años	De 4 o más noches	Total	Porcentaje sobre personas de la categoría	2018	47,69
De 55 a 64 años	De 4 o más noches	Total	Porcentaje sobre personas de la categoría	2017	45,01
De 55 a 64 años	De 4 o más noches	Total	Porcentaje sobre personas de la categoría	2016	46,69
De 55 a 64 años	De 4 o más noches	Total	Porcentaje sobre personas de la categoría	2015	44,03
De 55 a 64 años	De 4 o más noches	Total	Porcentaje sobre el total de viajeros 	2023	""
De 55 a 64 años	De 4 o más noches	Total	Porcentaje sobre el total de viajeros 	2022	14,05
De 55 a 64 años	De 4 o más noches	Total	Porcentaje sobre el total de viajeros 	2021	10,39
De 55 a 64 años	De 4 o más noches	Total	Porcentaje sobre el total de viajeros 	2020	10,92
De 55 a 64 años	De 4 o más noches	Total	Porcentaje sobre el total de viajeros 	2019	11,44
De 55 a 64 años	De 4 o más noches	Total	Porcentaje sobre el total de viajeros 	2018	10,74
De 55 a 64 años	De 4 o más noches	Total	Porcentaje sobre el total de viajeros 	2017	10,21
De 55 a 64 años	De 4 o más noches	Total	Porcentaje sobre el total de viajeros 	2016	10,36
De 55 a 64 años	De 4 o más noches	Total	Porcentaje sobre el total de viajeros 	2015	9,95
De 55 a 64 años	De 4 o más noches	Solo España	Porcentaje sobre personas de la categoría	2023	""
De 55 a 64 años	De 4 o más noches	Solo España	Porcentaje sobre personas de la categoría	2022	32,86
De 55 a 64 años	De 4 o más noches	Solo España	Porcentaje sobre personas de la categoría	2021	29,65
De 55 a 64 años	De 4 o más noches	Solo España	Porcentaje sobre personas de la categoría	2020	29,78
De 55 a 64 años	De 4 o más noches	Solo España	Porcentaje sobre personas de la categoría	2019	29,8
De 55 a 64 años	De 4 o más noches	Solo España	Porcentaje sobre personas de la categoría	2018	29
De 55 a 64 años	De 4 o más noches	Solo España	Porcentaje sobre personas de la categoría	2017	27,51
De 55 a 64 años	De 4 o más noches	Solo España	Porcentaje sobre personas de la categoría	2016	29,94
De 55 a 64 años	De 4 o más noches	Solo España	Porcentaje sobre personas de la categoría	2015	29,43
De 55 a 64 años	De 4 o más noches	Solo España	Porcentaje sobre el total de viajeros 	2023	""
De 55 a 64 años	De 4 o más noches	Solo España	Porcentaje sobre el total de viajeros 	2022	9,84
De 55 a 64 años	De 4 o más noches	Solo España	Porcentaje sobre el total de viajeros 	2021	8,84
De 55 a 64 años	De 4 o más noches	Solo España	Porcentaje sobre el total de viajeros 	2020	7,36
De 55 a 64 años	De 4 o más noches	Solo España	Porcentaje sobre el total de viajeros 	2019	6,63
De 55 a 64 años	De 4 o más noches	Solo España	Porcentaje sobre el total de viajeros 	2018	6,53
De 55 a 64 años	De 4 o más noches	Solo España	Porcentaje sobre el total de viajeros 	2017	6,24
De 55 a 64 años	De 4 o más noches	Solo España	Porcentaje sobre el total de viajeros 	2016	6,65
De 55 a 64 años	De 4 o más noches	Solo España	Porcentaje sobre el total de viajeros 	2015	6,65
De 55 a 64 años	De 4 o más noches	Solo extranjero	Porcentaje sobre personas de la categoría	2023	""
De 55 a 64 años	De 4 o más noches	Solo extranjero	Porcentaje sobre personas de la categoría	2022	2,28
De 55 a 64 años	De 4 o más noches	Solo extranjero	Porcentaje sobre personas de la categoría	2021	..
De 55 a 64 años	De 4 o más noches	Solo extranjero	Porcentaje sobre personas de la categoría	2020	2,91
De 55 a 64 años	De 4 o más noches	Solo extranjero	Porcentaje sobre personas de la categoría	2019	4,81
De 55 a 64 años	De 4 o más noches	Solo extranjero	Porcentaje sobre personas de la categoría	2018	4,34
De 55 a 64 años	De 4 o más noches	Solo extranjero	Porcentaje sobre personas de la categoría	2017	3,63
De 55 a 64 años	De 4 o más noches	Solo extranjero	Porcentaje sobre personas de la categoría	2016	4,47
De 55 a 64 años	De 4 o más noches	Solo extranjero	Porcentaje sobre personas de la categoría	2015	3,35
De 55 a 64 años	De 4 o más noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2023	""
De 55 a 64 años	De 4 o más noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2022	0,68
De 55 a 64 años	De 4 o más noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2021	..
De 55 a 64 años	De 4 o más noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2020	0,72
De 55 a 64 años	De 4 o más noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2019	1,07
De 55 a 64 años	De 4 o más noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2018	0,98
De 55 a 64 años	De 4 o más noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2017	0,82
De 55 a 64 años	De 4 o más noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2016	0,99
De 55 a 64 años	De 4 o más noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2015	0,76
De 55 a 64 años	De 4 o más noches	España y extranjero	Porcentaje sobre personas de la categoría	2023	""
De 55 a 64 años	De 4 o más noches	España y extranjero	Porcentaje sobre personas de la categoría	2022	11,75
De 55 a 64 años	De 4 o más noches	España y extranjero	Porcentaje sobre personas de la categoría	2021	3,71
De 55 a 64 años	De 4 o más noches	España y extranjero	Porcentaje sobre personas de la categoría	2020	11,47
De 55 a 64 años	De 4 o más noches	España y extranjero	Porcentaje sobre personas de la categoría	2019	16,82
De 55 a 64 años	De 4 o más noches	España y extranjero	Porcentaje sobre personas de la categoría	2018	14,36
De 55 a 64 años	De 4 o más noches	España y extranjero	Porcentaje sobre personas de la categoría	2017	13,87
De 55 a 64 años	De 4 o más noches	España y extranjero	Porcentaje sobre personas de la categoría	2016	12,28
De 55 a 64 años	De 4 o más noches	España y extranjero	Porcentaje sobre personas de la categoría	2015	11,24
De 55 a 64 años	De 4 o más noches	España y extranjero	Porcentaje sobre el total de viajeros 	2023	""
De 55 a 64 años	De 4 o más noches	España y extranjero	Porcentaje sobre el total de viajeros 	2022	3,52
De 55 a 64 años	De 4 o más noches	España y extranjero	Porcentaje sobre el total de viajeros 	2021	1,11
De 55 a 64 años	De 4 o más noches	España y extranjero	Porcentaje sobre el total de viajeros 	2020	2,84
De 55 a 64 años	De 4 o más noches	España y extranjero	Porcentaje sobre el total de viajeros 	2019	3,74
De 55 a 64 años	De 4 o más noches	España y extranjero	Porcentaje sobre el total de viajeros 	2018	3,23
De 55 a 64 años	De 4 o más noches	España y extranjero	Porcentaje sobre el total de viajeros 	2017	3,15
De 55 a 64 años	De 4 o más noches	España y extranjero	Porcentaje sobre el total de viajeros 	2016	2,73
De 55 a 64 años	De 4 o más noches	España y extranjero	Porcentaje sobre el total de viajeros 	2015	2,54
65 y más años	Total	Total	Porcentaje sobre personas de la categoría	2023	""
65 y más años	Total	Total	Porcentaje sobre personas de la categoría	2022	46,79
65 y más años	Total	Total	Porcentaje sobre personas de la categoría	2021	32,88
65 y más años	Total	Total	Porcentaje sobre personas de la categoría	2020	43,09
65 y más años	Total	Total	Porcentaje sobre personas de la categoría	2019	49,34
65 y más años	Total	Total	Porcentaje sobre personas de la categoría	2018	46,65
65 y más años	Total	Total	Porcentaje sobre personas de la categoría	2017	45,6
65 y más años	Total	Total	Porcentaje sobre personas de la categoría	2016	44,14
65 y más años	Total	Total	Porcentaje sobre personas de la categoría	2015	42,56
65 y más años	Total	Total	Porcentaje sobre el total de viajeros 	2023	""
65 y más años	Total	Total	Porcentaje sobre el total de viajeros 	2022	11,2
65 y más años	Total	Total	Porcentaje sobre el total de viajeros 	2021	13
65 y más años	Total	Total	Porcentaje sobre el total de viajeros 	2020	14,25
65 y más años	Total	Total	Porcentaje sobre el total de viajeros 	2019	14,9
65 y más años	Total	Total	Porcentaje sobre el total de viajeros 	2018	14,48
65 y más años	Total	Total	Porcentaje sobre el total de viajeros 	2017	14,48
65 y más años	Total	Total	Porcentaje sobre el total de viajeros 	2016	13,81
65 y más años	Total	Total	Porcentaje sobre el total de viajeros 	2015	13,71
65 y más años	Total	Solo España	Porcentaje sobre personas de la categoría	2023	""
65 y más años	Total	Solo España	Porcentaje sobre personas de la categoría	2022	39,36
65 y más años	Total	Solo España	Porcentaje sobre personas de la categoría	2021	30,51
65 y más años	Total	Solo España	Porcentaje sobre personas de la categoría	2020	35,53
65 y más años	Total	Solo España	Porcentaje sobre personas de la categoría	2019	39,18
65 y más años	Total	Solo España	Porcentaje sobre personas de la categoría	2018	37,98
65 y más años	Total	Solo España	Porcentaje sobre personas de la categoría	2017	36,76
65 y más años	Total	Solo España	Porcentaje sobre personas de la categoría	2016	36,35
65 y más años	Total	Solo España	Porcentaje sobre personas de la categoría	2015	35,04
65 y más años	Total	Solo España	Porcentaje sobre el total de viajeros 	2023	""
65 y más años	Total	Solo España	Porcentaje sobre el total de viajeros 	2022	9,42
65 y más años	Total	Solo España	Porcentaje sobre el total de viajeros 	2021	12,07
65 y más años	Total	Solo España	Porcentaje sobre el total de viajeros 	2020	11,75
65 y más años	Total	Solo España	Porcentaje sobre el total de viajeros 	2019	11,83
65 y más años	Total	Solo España	Porcentaje sobre el total de viajeros 	2018	11,79
65 y más años	Total	Solo España	Porcentaje sobre el total de viajeros 	2017	11,67
65 y más años	Total	Solo España	Porcentaje sobre el total de viajeros 	2016	11,37
65 y más años	Total	Solo España	Porcentaje sobre el total de viajeros 	2015	11,29
65 y más años	Total	Solo extranjero	Porcentaje sobre personas de la categoría	2023	""
65 y más años	Total	Solo extranjero	Porcentaje sobre personas de la categoría	2022	2,03
65 y más años	Total	Solo extranjero	Porcentaje sobre personas de la categoría	2021	..
65 y más años	Total	Solo extranjero	Porcentaje sobre personas de la categoría	2020	2,84
65 y más años	Total	Solo extranjero	Porcentaje sobre personas de la categoría	2019	2,27
65 y más años	Total	Solo extranjero	Porcentaje sobre personas de la categoría	2018	2,75
65 y más años	Total	Solo extranjero	Porcentaje sobre personas de la categoría	2017	2,48
65 y más años	Total	Solo extranjero	Porcentaje sobre personas de la categoría	2016	2,48
65 y más años	Total	Solo extranjero	Porcentaje sobre personas de la categoría	2015	2,29
65 y más años	Total	Solo extranjero	Porcentaje sobre el total de viajeros 	2023	""
65 y más años	Total	Solo extranjero	Porcentaje sobre el total de viajeros 	2022	0,49
65 y más años	Total	Solo extranjero	Porcentaje sobre el total de viajeros 	2021	..
65 y más años	Total	Solo extranjero	Porcentaje sobre el total de viajeros 	2020	0,94
65 y más años	Total	Solo extranjero	Porcentaje sobre el total de viajeros 	2019	0,69
65 y más años	Total	Solo extranjero	Porcentaje sobre el total de viajeros 	2018	0,85
65 y más años	Total	Solo extranjero	Porcentaje sobre el total de viajeros 	2017	0,79
65 y más años	Total	Solo extranjero	Porcentaje sobre el total de viajeros 	2016	0,78
65 y más años	Total	Solo extranjero	Porcentaje sobre el total de viajeros 	2015	0,74
65 y más años	Total	España y extranjero	Porcentaje sobre personas de la categoría	2023	""
65 y más años	Total	España y extranjero	Porcentaje sobre personas de la categoría	2022	5,41
65 y más años	Total	España y extranjero	Porcentaje sobre personas de la categoría	2021	1,23
65 y más años	Total	España y extranjero	Porcentaje sobre personas de la categoría	2020	4,72
65 y más años	Total	España y extranjero	Porcentaje sobre personas de la categoría	2019	7,89
65 y más años	Total	España y extranjero	Porcentaje sobre personas de la categoría	2018	5,92
65 y más años	Total	España y extranjero	Porcentaje sobre personas de la categoría	2017	6,36
65 y más años	Total	España y extranjero	Porcentaje sobre personas de la categoría	2016	5,31
65 y más años	Total	España y extranjero	Porcentaje sobre personas de la categoría	2015	5,23
65 y más años	Total	España y extranjero	Porcentaje sobre el total de viajeros 	2023	""
65 y más años	Total	España y extranjero	Porcentaje sobre el total de viajeros 	2022	1,29
65 y más años	Total	España y extranjero	Porcentaje sobre el total de viajeros 	2021	0,48
65 y más años	Total	España y extranjero	Porcentaje sobre el total de viajeros 	2020	1,56
65 y más años	Total	España y extranjero	Porcentaje sobre el total de viajeros 	2019	2,38
65 y más años	Total	España y extranjero	Porcentaje sobre el total de viajeros 	2018	1,84
65 y más años	Total	España y extranjero	Porcentaje sobre el total de viajeros 	2017	2,02
65 y más años	Total	España y extranjero	Porcentaje sobre el total de viajeros 	2016	1,66
65 y más años	Total	España y extranjero	Porcentaje sobre el total de viajeros 	2015	1,69
65 y más años	De 1 a 3 noches	Total	Porcentaje sobre personas de la categoría	2023	""
65 y más años	De 1 a 3 noches	Total	Porcentaje sobre personas de la categoría	2022	29,89
65 y más años	De 1 a 3 noches	Total	Porcentaje sobre personas de la categoría	2021	17,37
65 y más años	De 1 a 3 noches	Total	Porcentaje sobre personas de la categoría	2020	24,04
65 y más años	De 1 a 3 noches	Total	Porcentaje sobre personas de la categoría	2019	30,43
65 y más años	De 1 a 3 noches	Total	Porcentaje sobre personas de la categoría	2018	26,45
65 y más años	De 1 a 3 noches	Total	Porcentaje sobre personas de la categoría	2017	27,6
65 y más años	De 1 a 3 noches	Total	Porcentaje sobre personas de la categoría	2016	22,74
65 y más años	De 1 a 3 noches	Total	Porcentaje sobre personas de la categoría	2015	23,48
65 y más años	De 1 a 3 noches	Total	Porcentaje sobre el total de viajeros 	2023	""
65 y más años	De 1 a 3 noches	Total	Porcentaje sobre el total de viajeros 	2022	7,15
65 y más años	De 1 a 3 noches	Total	Porcentaje sobre el total de viajeros 	2021	6,87
65 y más años	De 1 a 3 noches	Total	Porcentaje sobre el total de viajeros 	2020	7,95
65 y más años	De 1 a 3 noches	Total	Porcentaje sobre el total de viajeros 	2019	9,19
65 y más años	De 1 a 3 noches	Total	Porcentaje sobre el total de viajeros 	2018	8,21
65 y más años	De 1 a 3 noches	Total	Porcentaje sobre el total de viajeros 	2017	8,76
65 y más años	De 1 a 3 noches	Total	Porcentaje sobre el total de viajeros 	2016	7,12
65 y más años	De 1 a 3 noches	Total	Porcentaje sobre el total de viajeros 	2015	7,56
65 y más años	De 1 a 3 noches	Solo España	Porcentaje sobre personas de la categoría	2023	""
65 y más años	De 1 a 3 noches	Solo España	Porcentaje sobre personas de la categoría	2022	24,37
65 y más años	De 1 a 3 noches	Solo España	Porcentaje sobre personas de la categoría	2021	16,18
65 y más años	De 1 a 3 noches	Solo España	Porcentaje sobre personas de la categoría	2020	19,42
65 y más años	De 1 a 3 noches	Solo España	Porcentaje sobre personas de la categoría	2019	23,72
65 y más años	De 1 a 3 noches	Solo España	Porcentaje sobre personas de la categoría	2018	21,14
65 y más años	De 1 a 3 noches	Solo España	Porcentaje sobre personas de la categoría	2017	21,56
65 y más años	De 1 a 3 noches	Solo España	Porcentaje sobre personas de la categoría	2016	18
65 y más años	De 1 a 3 noches	Solo España	Porcentaje sobre personas de la categoría	2015	18,95
65 y más años	De 1 a 3 noches	Solo España	Porcentaje sobre el total de viajeros 	2023	""
65 y más años	De 1 a 3 noches	Solo España	Porcentaje sobre el total de viajeros 	2022	5,83
65 y más años	De 1 a 3 noches	Solo España	Porcentaje sobre el total de viajeros 	2021	6,4
65 y más años	De 1 a 3 noches	Solo España	Porcentaje sobre el total de viajeros 	2020	6,42
65 y más años	De 1 a 3 noches	Solo España	Porcentaje sobre el total de viajeros 	2019	7,16
65 y más años	De 1 a 3 noches	Solo España	Porcentaje sobre el total de viajeros 	2018	6,56
65 y más años	De 1 a 3 noches	Solo España	Porcentaje sobre el total de viajeros 	2017	6,85
65 y más años	De 1 a 3 noches	Solo España	Porcentaje sobre el total de viajeros 	2016	5,63
65 y más años	De 1 a 3 noches	Solo España	Porcentaje sobre el total de viajeros 	2015	6,11
65 y más años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre personas de la categoría	2023	""
65 y más años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre personas de la categoría	2022	..
65 y más años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre personas de la categoría	2021	..
65 y más años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre personas de la categoría	2020	..
65 y más años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre personas de la categoría	2019	..
65 y más años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre personas de la categoría	2018	..
65 y más años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre personas de la categoría	2017	..
65 y más años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre personas de la categoría	2016	..
65 y más años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre personas de la categoría	2015	0,59
65 y más años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2023	""
65 y más años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2022	..
65 y más años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2021	..
65 y más años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2020	..
65 y más años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2019	..
65 y más años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2018	..
65 y más años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2017	..
65 y más años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2016	..
65 y más años	De 1 a 3 noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2015	0,19
65 y más años	De 1 a 3 noches	España y extranjero	Porcentaje sobre personas de la categoría	2023	""
65 y más años	De 1 a 3 noches	España y extranjero	Porcentaje sobre personas de la categoría	2022	4,72
65 y más años	De 1 a 3 noches	España y extranjero	Porcentaje sobre personas de la categoría	2021	0,95
65 y más años	De 1 a 3 noches	España y extranjero	Porcentaje sobre personas de la categoría	2020	3,79
65 y más años	De 1 a 3 noches	España y extranjero	Porcentaje sobre personas de la categoría	2019	6,04
65 y más años	De 1 a 3 noches	España y extranjero	Porcentaje sobre personas de la categoría	2018	4,58
65 y más años	De 1 a 3 noches	España y extranjero	Porcentaje sobre personas de la categoría	2017	5,03
65 y más años	De 1 a 3 noches	España y extranjero	Porcentaje sobre personas de la categoría	2016	4,19
65 y más años	De 1 a 3 noches	España y extranjero	Porcentaje sobre personas de la categoría	2015	3,94
65 y más años	De 1 a 3 noches	España y extranjero	Porcentaje sobre el total de viajeros 	2023	""
65 y más años	De 1 a 3 noches	España y extranjero	Porcentaje sobre el total de viajeros 	2022	1,13
65 y más años	De 1 a 3 noches	España y extranjero	Porcentaje sobre el total de viajeros 	2021	0,38
65 y más años	De 1 a 3 noches	España y extranjero	Porcentaje sobre el total de viajeros 	2020	1,25
65 y más años	De 1 a 3 noches	España y extranjero	Porcentaje sobre el total de viajeros 	2019	1,82
65 y más años	De 1 a 3 noches	España y extranjero	Porcentaje sobre el total de viajeros 	2018	1,42
65 y más años	De 1 a 3 noches	España y extranjero	Porcentaje sobre el total de viajeros 	2017	1,6
65 y más años	De 1 a 3 noches	España y extranjero	Porcentaje sobre el total de viajeros 	2016	1,31
65 y más años	De 1 a 3 noches	España y extranjero	Porcentaje sobre el total de viajeros 	2015	1,27
65 y más años	De 4 o más noches	Total	Porcentaje sobre personas de la categoría	2023	""
65 y más años	De 4 o más noches	Total	Porcentaje sobre personas de la categoría	2022	37,02
65 y más años	De 4 o más noches	Total	Porcentaje sobre personas de la categoría	2021	24,96
65 y más años	De 4 o más noches	Total	Porcentaje sobre personas de la categoría	2020	33,72
65 y más años	De 4 o más noches	Total	Porcentaje sobre personas de la categoría	2019	38,63
65 y más años	De 4 o más noches	Total	Porcentaje sobre personas de la categoría	2018	37,54
65 y más años	De 4 o más noches	Total	Porcentaje sobre personas de la categoría	2017	35,94
65 y más años	De 4 o más noches	Total	Porcentaje sobre personas de la categoría	2016	35,77
65 y más años	De 4 o más noches	Total	Porcentaje sobre personas de la categoría	2015	34,77
65 y más años	De 4 o más noches	Total	Porcentaje sobre el total de viajeros 	2023	""
65 y más años	De 4 o más noches	Total	Porcentaje sobre el total de viajeros 	2022	8,86
65 y más años	De 4 o más noches	Total	Porcentaje sobre el total de viajeros 	2021	9,87
65 y más años	De 4 o más noches	Total	Porcentaje sobre el total de viajeros 	2020	11,15
65 y más años	De 4 o más noches	Total	Porcentaje sobre el total de viajeros 	2019	11,67
65 y más años	De 4 o más noches	Total	Porcentaje sobre el total de viajeros 	2018	11,65
65 y más años	De 4 o más noches	Total	Porcentaje sobre el total de viajeros 	2017	11,41
65 y más años	De 4 o más noches	Total	Porcentaje sobre el total de viajeros 	2016	11,19
65 y más años	De 4 o más noches	Total	Porcentaje sobre el total de viajeros 	2015	11,2
65 y más años	De 4 o más noches	Solo España	Porcentaje sobre personas de la categoría	2023	""
65 y más años	De 4 o más noches	Solo España	Porcentaje sobre personas de la categoría	2022	30,18
65 y más años	De 4 o más noches	Solo España	Porcentaje sobre personas de la categoría	2021	22,76
65 y más años	De 4 o más noches	Solo España	Porcentaje sobre personas de la categoría	2020	26,72
65 y más años	De 4 o más noches	Solo España	Porcentaje sobre personas de la categoría	2019	29,01
65 y más años	De 4 o más noches	Solo España	Porcentaje sobre personas de la categoría	2018	29,47
65 y más años	De 4 o más noches	Solo España	Porcentaje sobre personas de la categoría	2017	28,05
65 y más años	De 4 o más noches	Solo España	Porcentaje sobre personas de la categoría	2016	28,5
65 y más años	De 4 o más noches	Solo España	Porcentaje sobre personas de la categoría	2015	27,74
65 y más años	De 4 o más noches	Solo España	Porcentaje sobre el total de viajeros 	2023	""
65 y más años	De 4 o más noches	Solo España	Porcentaje sobre el total de viajeros 	2022	7,22
65 y más años	De 4 o más noches	Solo España	Porcentaje sobre el total de viajeros 	2021	9
65 y más años	De 4 o más noches	Solo España	Porcentaje sobre el total de viajeros 	2020	8,83
65 y más años	De 4 o más noches	Solo España	Porcentaje sobre el total de viajeros 	2019	8,76
65 y más años	De 4 o más noches	Solo España	Porcentaje sobre el total de viajeros 	2018	9,15
65 y más años	De 4 o más noches	Solo España	Porcentaje sobre el total de viajeros 	2017	8,91
65 y más años	De 4 o más noches	Solo España	Porcentaje sobre el total de viajeros 	2016	8,92
65 y más años	De 4 o más noches	Solo España	Porcentaje sobre el total de viajeros 	2015	8,94
65 y más años	De 4 o más noches	Solo extranjero	Porcentaje sobre personas de la categoría	2023	""
65 y más años	De 4 o más noches	Solo extranjero	Porcentaje sobre personas de la categoría	2022	..
65 y más años	De 4 o más noches	Solo extranjero	Porcentaje sobre personas de la categoría	2021	..
65 y más años	De 4 o más noches	Solo extranjero	Porcentaje sobre personas de la categoría	2020	2,42
65 y más años	De 4 o más noches	Solo extranjero	Porcentaje sobre personas de la categoría	2019	1,88
65 y más años	De 4 o más noches	Solo extranjero	Porcentaje sobre personas de la categoría	2018	2,41
65 y más años	De 4 o más noches	Solo extranjero	Porcentaje sobre personas de la categoría	2017	1,81
65 y más años	De 4 o más noches	Solo extranjero	Porcentaje sobre personas de la categoría	2016	2,13
65 y más años	De 4 o más noches	Solo extranjero	Porcentaje sobre personas de la categoría	2015	1,97
65 y más años	De 4 o más noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2023	""
65 y más años	De 4 o más noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2022	..
65 y más años	De 4 o más noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2021	..
65 y más años	De 4 o más noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2020	0,8
65 y más años	De 4 o más noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2019	0,57
65 y más años	De 4 o más noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2018	0,75
65 y más años	De 4 o más noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2017	0,57
65 y más años	De 4 o más noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2016	0,67
65 y más años	De 4 o más noches	Solo extranjero	Porcentaje sobre el total de viajeros 	2015	0,63
65 y más años	De 4 o más noches	España y extranjero	Porcentaje sobre personas de la categoría	2023	""
65 y más años	De 4 o más noches	España y extranjero	Porcentaje sobre personas de la categoría	2022	5,02
65 y más años	De 4 o más noches	España y extranjero	Porcentaje sobre personas de la categoría	2021	1,2
65 y más años	De 4 o más noches	España y extranjero	Porcentaje sobre personas de la categoría	2020	4,58
65 y más años	De 4 o más noches	España y extranjero	Porcentaje sobre personas de la categoría	2019	7,74
65 y más años	De 4 o más noches	España y extranjero	Porcentaje sobre personas de la categoría	2018	5,66
65 y más años	De 4 o más noches	España y extranjero	Porcentaje sobre personas de la categoría	2017	6,08
65 y más años	De 4 o más noches	España y extranjero	Porcentaje sobre personas de la categoría	2016	5,14
65 y más años	De 4 o más noches	España y extranjero	Porcentaje sobre personas de la categoría	2015	5,06
65 y más años	De 4 o más noches	España y extranjero	Porcentaje sobre el total de viajeros 	2023	""
65 y más años	De 4 o más noches	España y extranjero	Porcentaje sobre el total de viajeros 	2022	1,2
65 y más años	De 4 o más noches	España y extranjero	Porcentaje sobre el total de viajeros 	2021	0,47
65 y más años	De 4 o más noches	España y extranjero	Porcentaje sobre el total de viajeros 	2020	1,51
65 y más años	De 4 o más noches	España y extranjero	Porcentaje sobre el total de viajeros 	2019	2,34
65 y más años	De 4 o más noches	España y extranjero	Porcentaje sobre el total de viajeros 	2018	1,76
65 y más años	De 4 o más noches	España y extranjero	Porcentaje sobre el total de viajeros 	2017	1,93
65 y más años	De 4 o más noches	España y extranjero	Porcentaje sobre el total de viajeros 	2016	1,61
65 y más años	De 4 o más noches	España y extranjero	Porcentaje sobre el total de viajeros 	2015	1,63
