Nivel de formación	Concepto turístico	Tipo de dato	Periodo	Total
Total	Pernoctaciones	Valor absoluto	2018T1	105.894.601
Total	Pernoctaciones	Valor absoluto	2017T4	110.911.471
Total	Pernoctaciones	Valor absoluto	2017T3	312.740.166
Total	Pernoctaciones	Valor absoluto	2017T2	130.592.097
Total	Pernoctaciones	Valor absoluto	2017T1	97.768.475
Total	Pernoctaciones	Valor absoluto	2016T4	113.400.851
Total	Pernoctaciones	Valor absoluto	2016T3	306.251.037
Total	Pernoctaciones	Valor absoluto	2016T2	109.550.381
Total	Pernoctaciones	Valor absoluto	2016T1	115.994.686
Total	Pernoctaciones	Valor absoluto	2015T4	107.509.706
Total	Pernoctaciones	Valor absoluto	2015T3	293.321.872
Total	Pernoctaciones	Valor absoluto	2015T2	126.790.458
Total	Pernoctaciones	Valor absoluto	2015T1	90.334.772
Total	Pernoctaciones	Distribución porcentual	2023T4	100
Total	Pernoctaciones	Distribución porcentual	2023T3	100
Total	Pernoctaciones	Distribución porcentual	2023T2	100
Total	Pernoctaciones	Distribución porcentual	2023T1	100
Total	Pernoctaciones	Distribución porcentual	2022T4	100
Total	Pernoctaciones	Distribución porcentual	2022T3	100
Total	Pernoctaciones	Distribución porcentual	2022T2	100
Total	Pernoctaciones	Distribución porcentual	2022T1	100
Total	Pernoctaciones	Distribución porcentual	2021T4	100
Total	Pernoctaciones	Distribución porcentual	2021T3	100
Total	Pernoctaciones	Distribución porcentual	2021T2	100
Total	Pernoctaciones	Distribución porcentual	2021T1	100
Total	Pernoctaciones	Distribución porcentual	2020T4	100
Total	Pernoctaciones	Distribución porcentual	2020T3	100
Total	Pernoctaciones	Distribución porcentual	2020T2	100
Total	Pernoctaciones	Distribución porcentual	2020T1	100
Total	Pernoctaciones	Distribución porcentual	2019T4	100
Total	Pernoctaciones	Distribución porcentual	2019T3	100
Total	Pernoctaciones	Distribución porcentual	2019T2	100
Total	Pernoctaciones	Distribución porcentual	2019T1	100
Total	Pernoctaciones	Distribución porcentual	2018T4	100
Total	Pernoctaciones	Distribución porcentual	2018T3	100
Total	Pernoctaciones	Distribución porcentual	2018T2	100
Total	Pernoctaciones	Distribución porcentual	2018T1	100
Total	Pernoctaciones	Distribución porcentual	2017T4	100
Total	Pernoctaciones	Distribución porcentual	2017T3	100
Total	Pernoctaciones	Distribución porcentual	2017T2	100
Total	Pernoctaciones	Distribución porcentual	2017T1	100
Total	Pernoctaciones	Distribución porcentual	2016T4	100
Total	Pernoctaciones	Distribución porcentual	2016T3	100
Total	Pernoctaciones	Distribución porcentual	2016T2	100
Total	Pernoctaciones	Distribución porcentual	2016T1	100
Total	Pernoctaciones	Distribución porcentual	2015T4	100
Total	Pernoctaciones	Distribución porcentual	2015T3	100
Total	Pernoctaciones	Distribución porcentual	2015T2	100
Total	Pernoctaciones	Distribución porcentual	2015T1	100
Total	Pernoctaciones	Acumulado en lo que va de año	2023T4	664.468.365
Total	Pernoctaciones	Acumulado en lo que va de año	2023T3	540.752.418
Total	Pernoctaciones	Acumulado en lo que va de año	2023T2	230.307.017
Total	Pernoctaciones	Acumulado en lo que va de año	2023T1	97.193.417
Total	Pernoctaciones	Acumulado en lo que va de año	2022T4	638.203.062
Total	Pernoctaciones	Acumulado en lo que va de año	2022T3	527.914.603
Total	Pernoctaciones	Acumulado en lo que va de año	2022T2	221.291.090
Total	Pernoctaciones	Acumulado en lo que va de año	2022T1	90.035.628
Total	Pernoctaciones	Acumulado en lo que va de año	2021T4	523.142.900
Total	Pernoctaciones	Acumulado en lo que va de año	2021T3	418.507.745
Total	Pernoctaciones	Acumulado en lo que va de año	2021T2	128.958.131
Total	Pernoctaciones	Acumulado en lo que va de año	2021T1	46.161.078
Total	Pernoctaciones	Acumulado en lo que va de año	2020T4	410.094.261
Total	Pernoctaciones	Acumulado en lo que va de año	2020T3	353.657.046
Total	Pernoctaciones	Acumulado en lo que va de año	2020T2	118.671.768
Total	Pernoctaciones	Acumulado en lo que va de año	2020T1	85.241.965
Total	Pernoctaciones	Acumulado en lo que va de año	2019T4	654.946.589
Total	Pernoctaciones	Acumulado en lo que va de año	2019T3	542.986.691
Total	Pernoctaciones	Acumulado en lo que va de año	2019T2	242.308.051
Total	Pernoctaciones	Acumulado en lo que va de año	2019T1	110.112.931
Total	Pernoctaciones	Acumulado en lo que va de año	2018T4	653.124.468
Total	Pernoctaciones	Acumulado en lo que va de año	2018T3	541.335.312
Total	Pernoctaciones	Acumulado en lo que va de año	2018T2	237.414.240
Total	Pernoctaciones	Acumulado en lo que va de año	2018T1	105.894.601
Total	Pernoctaciones	Acumulado en lo que va de año	2017T4	652.012.209
Total	Pernoctaciones	Acumulado en lo que va de año	2017T3	541.100.738
Total	Pernoctaciones	Acumulado en lo que va de año	2017T2	228.360.572
Total	Pernoctaciones	Acumulado en lo que va de año	2017T1	97.768.475
Total	Pernoctaciones	Acumulado en lo que va de año	2016T4	645.196.954
Total	Pernoctaciones	Acumulado en lo que va de año	2016T3	531.796.104
Total	Pernoctaciones	Acumulado en lo que va de año	2016T2	225.545.066
Total	Pernoctaciones	Acumulado en lo que va de año	2016T1	115.994.686
Total	Pernoctaciones	Acumulado en lo que va de año	2015T4	617.956.808
Total	Pernoctaciones	Acumulado en lo que va de año	2015T3	510.447.102
Total	Pernoctaciones	Acumulado en lo que va de año	2015T2	217.125.230
Total	Pernoctaciones	Acumulado en lo que va de año	2015T1	90.334.772
Total	Pernoctaciones	Distribución porcentual del acumulado	2023T4	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2023T3	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2023T2	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2023T1	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2022T4	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2022T3	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2022T2	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2022T1	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2021T4	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2021T3	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2021T2	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2021T1	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2020T4	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2020T3	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2020T2	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2020T1	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2019T4	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2019T3	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2019T2	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2019T1	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2018T4	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2018T3	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2018T2	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2018T1	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2017T4	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2017T3	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2017T2	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2017T1	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2016T4	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2016T3	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2016T2	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2016T1	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2015T4	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2015T3	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2015T2	100
Total	Pernoctaciones	Distribución porcentual del acumulado	2015T1	100
Total	Pernoctaciones	Variación anual	2023T4	12,17
Total	Pernoctaciones	Variación anual	2023T3	1,25
Total	Pernoctaciones	Variación anual	2023T2	1,42
Total	Pernoctaciones	Variación anual	2023T1	7,95
Total	Pernoctaciones	Variación anual	2022T4	5,4
Total	Pernoctaciones	Variación anual	2022T3	5,9
Total	Pernoctaciones	Variación anual	2022T2	58,53
Total	Pernoctaciones	Variación anual	2022T1	95,05
Total	Pernoctaciones	Variación anual	2021T4	85,4
Total	Pernoctaciones	Variación anual	2021T3	23,22
Total	Pernoctaciones	Variación anual	2021T2	147,67
Total	Pernoctaciones	Variación anual	2021T1	-45,85
Total	Pernoctaciones	Variación anual	2020T4	-49,59
Total	Pernoctaciones	Variación anual	2020T3	-21,85
Total	Pernoctaciones	Variación anual	2020T2	-74,71
Total	Pernoctaciones	Variación anual	2020T1	-22,59
Total	Pernoctaciones	Variación anual	2019T4	0,15
Total	Pernoctaciones	Variación anual	2019T3	-1,07
Total	Pernoctaciones	Variación anual	2019T2	0,51
Total	Pernoctaciones	Variación anual	2019T1	3,98
Total	Pernoctaciones	Variación anual	2018T4	0,79
Total	Pernoctaciones	Variación anual	2018T3	-2,82
Total	Pernoctaciones	Variación anual	2018T2	0,71
Total	Pernoctaciones	Variación anual	2018T1	8,31
Total	Pernoctaciones	Variación anual	2017T4	-2,2
Total	Pernoctaciones	Variación anual	2017T3	2,12
Total	Pernoctaciones	Variación anual	2017T2	19,21
Total	Pernoctaciones	Variación anual	2017T1	-15,71
Total	Pernoctaciones	Variación anual	2016T4	5,48
Total	Pernoctaciones	Variación anual	2016T3	4,41
Total	Pernoctaciones	Variación anual	2016T2	-13,6
Total	Pernoctaciones	Variación anual	2016T1	28,41
Total	Pernoctaciones	Variación anual	2015T4	""
Total	Pernoctaciones	Variación anual	2015T3	""
Total	Pernoctaciones	Variación anual	2015T2	""
Total	Pernoctaciones	Variación anual	2015T1	""
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2023T4	4,12
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2023T3	2,43
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2023T2	4,07
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2023T1	7,95
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2022T4	21,99
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2022T3	26,14
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2022T2	71,6
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2022T1	95,05
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2021T4	27,57
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2021T3	18,34
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2021T2	8,67
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2021T1	-45,85
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T4	-37,39
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T3	-34,87
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T2	-51,02
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2020T1	-22,59
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T4	0,28
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T3	0,31
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T2	2,06
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2019T1	3,98
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2018T4	0,17
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2018T3	0,04
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2018T2	3,96
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2018T1	8,31
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2017T4	1,06
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2017T3	1,75
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2017T2	1,25
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2017T1	-15,71
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2016T4	4,41
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2016T3	4,18
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2016T2	3,88
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2016T1	28,41
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2015T4	""
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2015T3	""
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2015T2	""
Total	Pernoctaciones	Variación anual del acumulado en lo que va de año	2015T1	""
Educación primaria e inferior	Viajes	Valor absoluto	2023T4	2.192.529
Educación primaria e inferior	Viajes	Valor absoluto	2023T3	3.821.101
Educación primaria e inferior	Viajes	Valor absoluto	2023T2	3.052.663
Educación primaria e inferior	Viajes	Valor absoluto	2023T1	1.832.529
Educación primaria e inferior	Viajes	Valor absoluto	2022T4	2.081.284
Educación primaria e inferior	Viajes	Valor absoluto	2022T3	3.405.252
Educación primaria e inferior	Viajes	Valor absoluto	2022T2	2.558.481
Educación primaria e inferior	Viajes	Valor absoluto	2022T1	1.624.337
Educación primaria e inferior	Viajes	Valor absoluto	2021T4	1.860.593
Educación primaria e inferior	Viajes	Valor absoluto	2021T3	2.264.755
Educación primaria e inferior	Viajes	Valor absoluto	2021T2	1.993.420
Educación primaria e inferior	Viajes	Valor absoluto	2021T1	995.315
Educación primaria e inferior	Viajes	Valor absoluto	2020T4	902.302
Educación primaria e inferior	Viajes	Valor absoluto	2020T3	2.282.043
Educación primaria e inferior	Viajes	Valor absoluto	2020T2	589.431
Educación primaria e inferior	Viajes	Valor absoluto	2020T1	1.670.194
Educación primaria e inferior	Viajes	Valor absoluto	2019T4	2.977.827
Educación primaria e inferior	Viajes	Valor absoluto	2019T3	4.196.994
Educación primaria e inferior	Viajes	Valor absoluto	2019T2	3.477.561
